id,alcoholic,IBA,category_Cocktail,category_Ordinary Drink,category_Punch / Party Drink,glass_Brandy snifter,glass_Champagne flute,glass_Cocktail glass,glass_Collins glass,glass_Copper Mug,glass_Highball glass,glass_Old-fashioned glass,glass_Pousse cafe glass,glass_Whiskey Glass,glass_Whiskey sour glass,glass_White wine glass,ingredientInName,instructions_length,tagsCount,ingredientsCount,classic,ginBased
11422,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.8721891512279051,-0.46605439181855784,-0.7603378202047872,0,0
11423,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.8721891512279051,1.11499088675579,-1.550146098557047,1,0
11424,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,-1.0872275068204338,1.11499088675579,-1.550146098557047,1,0
11433,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.7405985157160592,-0.46605439181855784,0.8192787364997323,0,1
11462,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.22707408445031937,1.11499088675579,-0.7603378202047872,1,0
11470,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.33459326224658364,-0.46605439181855784,-0.7603378202047872,0,0
11472,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,-1.0872275068204338,-0.46605439181855784,-0.7603378202047872,0,1
11476,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.44211244004284794,-0.46605439181855784,0.029470458147472553,0,0
11524,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.3105218045310021,-0.46605439181855784,0.8192787364997323,0,0
11528,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.6330793379197949,-0.46605439181855784,1.609087014851992,0,0
11542,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,-1.0872275068204338,0.32446824746861613,-0.7603378202047872,0,0
11558,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.3105218045310021,-0.46605439181855784,1.609087014851992,0,0
11566,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.22707408445031937,-0.46605439181855784,-0.7603378202047872,0,1
11580,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.33459326224658364,0.32446824746861613,1.609087014851992,0,0
11600,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,-1.0872275068204338,1.11499088675579,-0.7603378202047872,0,0
11602,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,-1.4097850402092265,-0.46605439181855784,-1.550146098557047,0,0
11604,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.20300262673473776,-0.46605439181855784,-0.7603378202047872,0,0
11634,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.3105218045310021,-0.46605439181855784,1.609087014851992,0,1
11658,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.41804098232726633,-0.46605439181855784,0.029470458147472553,0,0
11662,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.22707408445031937,-0.46605439181855784,-0.7603378202047872,0,1
11664,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,-1.1947466846166979,-0.46605439181855784,-1.550146098557047,0,1
11666,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2.7834628938450807,-0.46605439181855784,1.609087014851992,0,1
11670,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.5496316178391122,-0.46605439181855784,-1.550146098557047,0,0
11690,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.9797083290241694,1.11499088675579,0.8192787364997323,1,0
11720,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.33459326224658364,-0.46605439181855784,0.8192787364997323,0,1
